City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
392,bud,39.45,-86.18,276.48,80,90,3.82,US,276.48
393,satipo,-11.25,-74.64,297.15,72,30,1.26,PE,297.15
394,daund,18.47,74.6,294.65,57,9,2.54,IN,294.65
395,shu,43.6,73.76,275.93,56,100,4.02,KZ,275.93
396,san marcos,33.14,-117.17,292.15,41,1,4.1,US,292.15
397,urumqi,43.8,87.6,261.15,85,5,1.0,CN,261.15
398,hendek,40.8,30.75,276.15,93,72,0.5,TR,276.15
399,jiwani,25.05,61.74,295.08,81,34,5.62,PK,295.08
400,champasak,14.75,106.0,298.72,60,84,1.19,LA,298.72
401,iralaya,15.0,-83.23,303.15,70,40,5.1,HN,303.15
402,huicungo,-7.28,-76.8,307.15,56,75,2.6,PE,307.15
403,ancud,-41.87,-73.82,290.15,51,75,6.2,CL,290.15
404,nasirabad,26.3,74.73,290.27,28,15,2.51,IN,290.27
405,kirakira,-10.45,161.92,298.77,85,100,3.2,SB,298.77
406,vetluga,57.86,45.78,265.39,91,100,3.92,RU,265.39
407,sinnamary,5.38,-52.95,299.5,73,51,5.33,GF,299.5
408,diofior,14.18,-16.67,310.15,45,0,6.7,SN,310.15
409,maceio,-9.67,-35.74,302.15,70,40,4.1,BR,302.15
410,cap malheureux,-19.98,57.61,300.15,83,20,5.1,MU,300.15
411,phuket,8.0,98.25,298.15,88,20,0.5,TH,298.15
412,leshukonskoye,64.9,45.76,272.1,90,100,4.14,RU,272.1
413,tarakan,3.3,117.63,299.52,85,54,4.17,ID,299.52
414,bondo,3.81,23.69,297.63,23,55,1.47,CD,297.63
415,nizhniy bestyakh,61.96,129.91,242.15,67,42,3.0,RU,242.15
416,bontang,0.13,117.5,300.33,81,91,5.89,ID,300.33
417,hambantota,6.12,81.12,298.15,100,75,5.7,LK,298.15
418,ust-kuyga,70.02,135.6,243.98,97,99,0.71,RU,243.98
419,celestun,20.87,-90.4,299.84,75,2,2.05,MX,299.84
420,naze,28.37,129.48,293.15,94,40,3.6,JP,293.15
421,trairi,-3.28,-39.27,303.77,58,29,2.99,BR,303.77
422,saint-joseph,-21.37,55.62,300.15,78,0,1.0,RE,300.15
423,denpasar,-8.65,115.22,300.15,94,20,0.5,ID,300.15
424,billings,45.78,-108.5,267.04,78,90,2.1,US,267.04
425,huarmey,-10.07,-78.15,302.3,49,76,5.3,PE,302.3
426,palana,59.12,159.97,254.69,97,99,1.19,RU,254.69
427,kysyl-syr,63.9,122.76,242.41,98,92,2.29,RU,242.41
428,novi sanzhary,49.34,34.31,273.93,95,100,6.06,UA,273.93
429,cabedelo,-6.98,-34.83,303.15,58,20,6.2,BR,303.15
430,hassleholm,56.16,13.77,278.15,80,75,8.2,SE,278.15
431,luwuk,-0.95,122.79,300.7,68,91,3.17,ID,300.7
432,paamiut,61.99,-49.67,257.84,58,71,6.15,GL,257.84
433,tiksi,71.69,128.87,239.86,91,48,2.08,RU,239.86
434,lingyuan,41.24,119.4,274.39,87,0,2.72,CN,274.39
435,pasni,25.26,63.47,294.54,59,62,1.88,PK,294.54
436,avera,33.19,-82.53,296.48,94,90,4.1,US,296.48
437,mangan,27.52,88.53,277.41,61,12,0.75,IN,277.41
438,staryy nadym,65.61,72.68,265.33,92,89,5.65,RU,265.33
439,ngorongoro,-3.24,35.49,290.74,81,52,0.97,TZ,290.74
440,saint-francois,46.42,3.91,278.15,80,39,1.5,FR,278.15
441,victoria point,-27.58,153.3,295.93,100,90,2.6,AU,295.93
442,dargaville,-35.93,173.88,285.39,97,0,1.06,NZ,285.39
443,teguldet,57.31,88.17,256.29,97,100,2.36,RU,256.29
444,sisimiut,66.94,-53.67,253.8,68,99,2.89,GL,253.8
445,canton,23.12,113.25,292.59,93,90,3.0,CN,292.59
446,vung tau,10.35,107.08,298.24,83,0,7.05,VN,298.24
447,zhigansk,66.77,123.37,237.26,96,41,1.74,RU,237.26
448,poronaysk,49.22,143.12,266.4,89,51,1.01,RU,266.4
449,batagay-alyta,67.8,130.41,242.6,99,94,0.75,RU,242.6
450,smithers,54.78,-127.17,271.15,79,90,3.1,CA,271.15
451,gorin,51.2,136.67,257.16,95,77,0.63,RU,257.16
452,monrovia,6.3,-10.8,301.38,75,25,4.49,LR,301.38
453,daru,-9.08,143.21,297.17,93,97,4.28,PG,297.17
454,angoche,-16.23,39.91,295.77,89,71,1.09,MZ,295.77
455,santa maria,-29.68,-53.81,302.15,54,40,6.2,BR,302.15
456,hualmay,-11.1,-77.61,299.55,59,83,4.65,PE,299.55
457,russell,32.35,-85.2,299.26,69,75,6.7,US,299.26
458,verkhnevilyuysk,63.45,120.32,242.61,97,85,2.38,RU,242.61
459,natalio,-26.72,-55.08,304.63,45,31,2.09,PY,304.63
460,svetogorsk,61.11,28.86,274.26,100,90,3.1,RU,274.26
461,antofagasta,-23.65,-70.4,296.15,60,40,6.2,CL,296.15
462,mangrol,21.12,70.12,298.27,70,0,2.5,IN,298.27
463,labuan,5.28,115.24,299.15,88,75,3.1,MY,299.15
464,necochea,-38.55,-58.74,305.37,46,0,7.6,AR,305.37
465,punta,8.99,125.34,295.57,92,71,1.83,PH,295.57
466,dalbandin,28.89,64.41,290.11,50,43,5.32,PK,290.11
467,sioux lookout,50.1,-91.92,247.15,56,5,4.1,CA,247.15
468,reconquista,-29.15,-59.65,308.67,19,0,3.53,AR,308.67
469,paralimni,35.04,33.98,286.15,87,75,5.7,CY,286.15
470,nuuk,64.18,-51.72,261.15,60,20,6.2,GL,261.15
471,mopipi,-21.18,24.88,294.74,67,43,7.82,BW,294.74
472,iquitos,-3.75,-73.25,279.15,100,90,2.6,PE,279.15
473,ormara,25.21,64.64,296.18,68,86,0.87,PK,296.18
474,manuk mangkaw,4.8,119.85,299.18,80,56,2.81,PH,299.18
475,qaqortoq,60.72,-46.03,259.15,35,5,2.6,GL,259.15
476,faanui,-16.48,-151.75,300.68,81,4,7.13,PF,300.68
477,veinticinco de mayo,-35.43,-60.17,308.15,33,0,0.89,AR,308.15
478,ryotsu,38.08,138.43,279.15,100,90,2.6,JP,279.15
479,gravdal,68.12,13.5,274.15,64,40,3.6,NO,274.15
480,ermoupolis,37.44,24.94,288.71,77,51,5.1,GR,288.71
481,emerald,-23.53,148.17,297.15,88,20,1.0,AU,297.15
482,pechenga,69.53,31.17,269.15,92,75,12.9,RU,269.15
483,noordwijk,52.24,4.45,279.82,64,20,5.7,NL,279.82
484,cuenca,-2.88,-78.98,294.15,49,75,6.2,EC,294.15
485,matamoros,25.53,-103.25,296.15,20,5,5.1,MX,296.15
486,viedma,-40.81,-63.0,307.16,25,0,12.03,AR,307.16
487,sturlic,45.06,15.78,274.26,87,56,1.92,BA,274.26
488,kalabo,-14.97,22.68,295.25,85,72,2.97,ZM,295.25
489,surok,56.45,48.12,265.15,67,100,5.0,RU,265.15
490,si sa ket,15.11,104.33,303.15,65,22,2.1,TH,303.15
491,mana,5.66,-53.78,301.87,58,95,2.48,GF,301.87
492,hit,33.64,42.83,282.41,30,82,6.59,IQ,282.41
493,sadiqabad,28.31,70.13,291.45,32,28,3.36,PK,291.45
494,sironj,24.1,77.7,291.18,28,4,2.51,IN,291.18
495,carutapera,-1.2,-46.02,300.5,82,67,6.8,BR,300.5
496,talcahuano,-36.72,-73.12,294.15,49,1,9.3,CL,294.15
497,tigil,57.8,158.67,252.85,99,100,1.1,RU,252.85
498,laguna,38.42,-121.42,290.37,47,1,1.37,US,290.37
499,lorengau,-2.02,147.27,301.64,76,100,6.06,PG,301.64
500,mokhsogollokh,61.47,128.92,245.06,94,35,3.04,RU,245.06
501,escarcega,18.61,-90.75,306.89,35,8,3.68,MX,306.89
502,parabel,58.7,81.48,258.05,94,96,3.14,RU,258.05
503,rockhampton,-23.38,150.5,296.15,83,0,2.1,AU,296.15
504,thanh hoa,19.8,105.77,295.12,93,76,3.51,VN,295.12
505,torrington,41.8,-73.12,280.37,48,1,2.6,US,280.37
506,tiangua,-3.73,-40.99,302.65,62,16,2.28,BR,302.65
507,alofi,-19.06,-169.92,295.15,94,100,1.0,NU,295.15
508,mayo,38.89,-76.51,282.59,49,1,1.5,US,282.59
509,touros,-5.2,-35.46,303.15,62,75,8.2,BR,303.15
510,bardiyah,31.76,25.09,289.33,77,0,3.82,LY,289.33
511,pita,10.83,-12.58,304.77,14,0,2.97,GN,304.77
512,charters towers,-20.1,146.27,298.38,30,0,2.89,AU,298.38
513,axim,4.87,-2.24,301.67,70,55,3.77,GH,301.67
514,birao,10.28,22.79,294.22,14,51,3.93,CF,294.22
515,vallenar,-28.57,-70.76,297.34,50,8,5.56,CL,297.34
516,aguimes,27.91,-15.45,293.15,68,58,4.6,ES,293.15
517,batetskiy,58.65,30.3,272.04,94,64,2.69,RU,272.04
518,boa vista,2.82,-60.67,303.15,58,75,2.6,BR,303.15
519,palmer,42.16,-72.33,280.37,41,75,3.1,US,280.37
520,nijar,36.97,-2.21,288.15,87,20,1.5,ES,288.15
521,avdon,54.67,55.72,265.15,78,90,2.0,RU,265.15
522,kensington,-33.92,151.22,295.15,94,75,2.02,AU,295.15
523,peniche,39.36,-9.38,287.59,87,90,1.5,PT,287.59
524,camacupa,-12.02,17.48,292.55,81,8,1.25,AO,292.55
525,osakarovka,50.56,72.57,263.27,64,92,6.5,KZ,263.27
526,agadez,19.75,10.25,288.81,19,86,1.01,NE,288.81
527,otofuke,42.99,143.2,270.7,88,24,1.0,JP,270.7
528,nadym,65.53,72.52,265.33,92,89,5.65,RU,265.33
529,kargasok,59.06,80.86,257.83,94,82,3.89,RU,257.83
530,la ronge,55.1,-105.28,247.15,46,5,3.1,CA,247.15
531,maraba,-5.37,-49.12,303.15,79,40,2.1,BR,303.15
532,ola,59.58,151.28,253.87,58,100,1.53,RU,253.87
533,sainte-savine,48.3,4.05,277.59,86,85,2.1,FR,277.59
534,raga,8.46,25.68,294.82,14,46,2.62,SS,294.82
535,sungaipenuh,-2.08,101.38,291.48,98,100,0.54,ID,291.48
536,ceres,37.59,-120.96,290.37,41,1,3.1,US,290.37
537,netarhat,23.48,84.27,285.04,42,0,1.07,IN,285.04
538,toda raisingh,26.03,75.48,289.21,33,6,0.94,IN,289.21
539,fershampenuaz,53.52,59.81,263.05,92,100,1.2,RU,263.05
540,ulaangom,49.98,92.07,256.77,48,0,1.44,MN,256.77
541,berlevag,70.86,29.09,272.15,74,40,9.8,NO,272.15
542,rosia,45.82,24.32,274.26,50,1,2.6,RO,274.26
